method,rep,t,ess
copf_ce,7,48,226.822
copf_ce,7,49,396.009
copf_ce,7,50,269.217
copf_ce,7,51,163.278
copf_ce,7,52,357.394
copf_ce,7,53,268.341
copf_ce,7,54,198.212
copf_ce,7,55,268.267
copf_ce,7,56,174.845
copf_ce,7,57,335.609
copf_ce,7,58,240.502
copf_ce,7,59,389.01
copf_ce,7,60,243.045
copf_ce,7,61,265.67
copf_ce,7,62,156.084
copf_ce,7,63,292.928
copf_ce,7,64,186.963
copf_ce,7,65,280.6
copf_ce,7,66,117.177
copf_ce,7,67,242.012
copf_ce,7,68,273.369
copf_ce,7,69,158.733
copf_ce,7,70,168.929
copf_ce,7,71,312.1
copf_ce,7,72,141.317
copf_ce,7,73,219.981
copf_ce,7,74,227.428
copf_ce,7,75,244.81
copf_ce,7,76,268.267
copf_ce,7,77,169.668
copf_ce,7,78,370.756
copf_ce,7,79,281.07
copf_ce,7,80,203.297
copf_ce,7,81,323.973
copf_ce,7,82,215.991
copf_ce,7,83,335.778
copf_ce,7,84,234.9
copf_ce,7,85,273.19
copf_ce,7,86,150.255
copf_ce,7,87,92.0588
copf_ce,7,88,257.152
copf_ce,7,89,108.62
copf_ce,7,90,230.066
copf_ce,7,91,229.277
copf_ce,7,92,259.479
copf_ce,7,93,125.412
copf_ce,7,94,300.804
copf_ce,7,95,195.713
copf_ce,7,96,312.363
copf_ce,7,97,186.638
copf_ce,7,98,336.606
copf_ce,7,99,238.779
copf_ce,7,100,353.12
copf_ce,7,101,250.583
copf_ce,7,102,366.728
copf_ce,7,103,228.469
copf_ce,7,104,371.513
copf_ce,7,105,227.216
copf_ce,7,106,342.113
copf_ce,7,107,230.544
copf_ce,7,108,372.184
copf_ce,7,109,258.614
copf_ce,7,110,199.111
copf_ce,7,111,408.743
copf_ce,7,112,276.004
copf_ce,7,113,191.646
copf_ce,7,114,307.854
copf_ce,7,115,202.177
copf_ce,7,116,385.454
copf_ce,7,117,288.194
copf_ce,7,118,231.369
copf_ce,7,119,403.253
copf_ce,7,120,328.392
copf_ce,7,121,260.155
copf_ce,7,122,176.493
copf_ce,7,123,276.44
copf_ce,7,124,199.754
copf_ce,7,125,375.985
copf_ce,7,126,287.032
copf_ce,7,127,213.403
copf_ce,7,128,396.817
copf_ce,7,129,248.096
copf_ce,7,130,396.986
copf_ce,7,131,321.537
copf_ce,7,132,246.497
copf_ce,7,133,369.503
copf_ce,7,134,289.93
copf_ce,7,135,224.735
copf_ce,7,136,384.928
copf_ce,7,137,265.837
copf_ce,7,138,195.246
copf_ce,7,139,388.721
copf_ce,7,140,248.133
copf_ce,7,141,373.668
copf_ce,7,142,288.09
copf_ce,7,143,214.24
copf_ce,7,144,406.802
copf_ce,7,145,331.64
copf_ce,7,146,267.007
copf_ce,7,147,231.103
copf_ce,7,148,186.88
copf_ce,7,149,367.889
pf_ce,8,0,2.5398
pf_ce,8,1,203.276
pf_ce,8,2,284.099
pf_ce,8,3,145.04
pf_ce,8,4,22.6287
pf_ce,8,5,235.403
pf_ce,8,6,19.0799
pf_ce,8,7,247.877
pf_ce,8,8,91.3392
pf_ce,8,9,192.203
pf_ce,8,10,232.197
pf_ce,8,11,93.8345
pf_ce,8,12,166.489
pf_ce,8,13,70.7247
pf_ce,8,14,167.378
pf_ce,8,15,125.347
pf_ce,8,16,230.19
pf_ce,8,17,233.206
pf_ce,8,18,221.604
pf_ce,8,19,108.357
pf_ce,8,20,60.0489
pf_ce,8,21,120.072
pf_ce,8,22,7.89638
pf_ce,8,23,67.4944
pf_ce,8,24,30.805
pf_ce,8,25,172.504
pf_ce,8,26,145.499
pf_ce,8,27,93.1908
pf_ce,8,28,76.3805
pf_ce,8,29,68.2783
pf_ce,8,30,200.497
pf_ce,8,31,194.741
pf_ce,8,32,232.516
pf_ce,8,33,178.698
pf_ce,8,34,122.768
pf_ce,8,35,62.2093
pf_ce,8,36,230.307
pf_ce,8,37,250.962
pf_ce,8,38,17.3637
pf_ce,8,39,61.5085
pf_ce,8,40,168.075
pf_ce,8,41,100.513
pf_ce,8,42,215.18
pf_ce,8,43,1.79551
pf_ce,8,44,70.4841
pf_ce,8,45,160.172
pf_ce,8,46,176.034
pf_ce,8,47,41.1133
pf_ce,8,48,214.569
pf_ce,8,49,195.102
pf_ce,8,50,87.7641
pf_ce,8,51,6.5244
pf_ce,8,52,175.139
pf_ce,8,53,83.6711
pf_ce,8,54,137.025
pf_ce,8,55,21.1486
pf_ce,8,56,57.7372
pf_ce,8,57,151.652
pf_ce,8,58,169.555
pf_ce,8,59,186.158
pf_ce,8,60,5.12935
pf_ce,8,61,24.0068
pf_ce,8,62,60.9632
pf_ce,8,63,66.957
pf_ce,8,64,89.266
pf_ce,8,65,31.2712
pf_ce,8,66,2.28594
pf_ce,8,67,94.1816
pf_ce,8,68,124.211
pf_ce,8,69,123.074
pf_ce,8,70,1.54315
pf_ce,8,71,15.684
pf_ce,8,72,85.6072
pf_ce,8,73,32.6277
pf_ce,8,74,106.502
pf_ce,8,75,105.826
pf_ce,8,76,56.8011
pf_ce,8,77,67.4016
pf_ce,8,78,160.895
pf_ce,8,79,173.013
pf_ce,8,80,103.69
pf_ce,8,81,63.9153
pf_ce,8,82,80.5446
pf_ce,8,83,123.387
pf_ce,8,84,198.064
pf_ce,8,85,25.4762
pf_ce,8,86,37.6258
pf_ce,8,87,1
pf_ce,8,88,73.6482
pf_ce,8,89,34.9771
pf_ce,8,90,49.5107
pf_ce,8,91,74.6399
pf_ce,8,92,106.407
pf_ce,8,93,139.891
pf_ce,8,94,143.625
pf_ce,8,95,104.341
pf_ce,8,96,114.366
pf_ce,8,97,57.6791
pf_ce,8,98,155.329
pf_ce,8,99,144.901
pf_ce,8,100,177.898
pf_ce,8,101,155.854
pf_ce,8,102,169.292
pf_ce,8,103,66.6491
pf_ce,8,104,185.083
pf_ce,8,105,10.1342
pf_ce,8,106,82.2774
pf_ce,8,107,38.7623
pf_ce,8,108,143.759
pf_ce,8,109,124.34
pf_ce,8,110,213.47
pf_ce,8,111,210.033
pf_ce,8,112,64.057
pf_ce,8,113,161.507
pf_ce,8,114,72.4893
pf_ce,8,115,160.701
pf_ce,8,116,192.72
pf_ce,8,117,196.777
pf_ce,8,118,206.546
pf_ce,8,119,183.618
pf_ce,8,120,236.929
pf_ce,8,121,243.534
pf_ce,8,122,45.806
pf_ce,8,123,39.7186
pf_ce,8,124,133.636
pf_ce,8,125,127.863
pf_ce,8,126,219.831
pf_ce,8,127,180.725
pf_ce,8,128,171.34
pf_ce,8,129,9.53101
pf_ce,8,130,188.249
pf_ce,8,131,203.203
pf_ce,8,132,164.668
pf_ce,8,133,138.381
pf_ce,8,134,215.18
pf_ce,8,135,260.461
pf_ce,8,136,82.2039
pf_ce,8,137,72.6462
pf_ce,8,138,92.4213
pf_ce,8,139,167.752
pf_ce,8,140,11.3899
pf_ce,8,141,187.982
pf_ce,8,142,73.4379
pf_ce,8,143,100.691
pf_ce,8,144,165.711
pf_ce,8,145,235.612
pf_ce,8,146,167.406
pf_ce,8,147,270.123
pf_ce,8,148,6.26062
pf_ce,8,149,150.489
copf_ce,8,0,9.21408
copf_ce,8,1,434.99
copf_ce,8,2,364.32
copf_ce,8,3,303.186
copf_ce,8,4,202.331
copf_ce,8,5,416.345
copf_ce,8,6,281.577
copf_ce,8,7,206.862
copf_ce,8,8,335.624
copf_ce,8,9,268.719
copf_ce,8,10,219.813
copf_ce,8,11,347.366
copf_ce,8,12,259.38
copf_ce,8,13,183.763
copf_ce,8,14,383.415
copf_ce,8,15,313.546
copf_ce,8,16,247.949
copf_ce,8,17,420.604
copf_ce,8,18,346.735
copf_ce,8,19,265.931
copf_ce,8,20,193.328
copf_ce,8,21,358.467
copf_ce,8,22,200.667
copf_ce,8,23,306.174
copf_ce,8,24,186.73
copf_ce,8,25,328.905
copf_ce,8,26,239.636
copf_ce,8,27,316.134
copf_ce,8,28,239.252
copf_ce,8,29,304.734
copf_ce,8,30,224.426
copf_ce,8,31,408.17
copf_ce,8,32,327.333
copf_ce,8,33,255.428
copf_ce,8,34,396.235
copf_ce,8,35,291.73
copf_ce,8,36,231.736
copf_ce,8,37,423.239
copf_ce,8,38,251.617
copf_ce,8,39,320.838
copf_ce,8,40,217.767
copf_ce,8,41,342.728
copf_ce,8,42,252.756
copf_ce,8,43,183.084
copf_ce,8,44,310.598
copf_ce,8,45,203.704
copf_ce,8,46,358.698
copf_ce,8,47,284.985
copf_ce,8,48,222.799
copf_ce,8,49,390.327
copf_ce,8,50,275.417
copf_ce,8,51,154.257
copf_ce,8,52,345.542
copf_ce,8,53,257.144
copf_ce,8,54,193.326
copf_ce,8,55,251.648
copf_ce,8,56,306.806
copf_ce,8,57,204.642
copf_ce,8,58,367.216
copf_ce,8,59,270.938
copf_ce,8,60,164.937
copf_ce,8,61,267.444
copf_ce,8,62,152.104
copf_ce,8,63,291.424
copf_ce,8,64,193.091
copf_ce,8,65,277.594
copf_ce,8,66,127.05
copf_ce,8,67,250.922
copf_ce,8,68,265.057
copf_ce,8,69,148.047
copf_ce,8,70,191.289
copf_ce,8,71,323.034
copf_ce,8,72,127.59
copf_ce,8,73,209.218
copf_ce,8,74,235.6
copf_ce,8,75,257.595
copf_ce,8,76,142.859
copf_ce,8,77,330.772
copf_ce,8,78,240.328
copf_ce,8,79,380.101
copf_ce,8,80,275.177
copf_ce,8,81,191.844
copf_ce,8,82,336.163
copf_ce,8,83,221.38
copf_ce,8,84,372.13
copf_ce,8,85,228.233
copf_ce,8,86,277.513
copf_ce,8,87,119.085
copf_ce,8,88,265.282
copf_ce,8,89,116.94
copf_ce,8,90,233.813
copf_ce,8,91,230.138
copf_ce,8,92,262.847
copf_ce,8,93,148.125
copf_ce,8,94,308.719
copf_ce,8,95,197.308
copf_ce,8,96,339.061
copf_ce,8,97,194.722
copf_ce,8,98,340.242
copf_ce,8,99,231.505
copf_ce,8,100,364.132
copf_ce,8,101,253.089
copf_ce,8,102,384.396
copf_ce,8,103,260.626
copf_ce,8,104,179.56
copf_ce,8,105,229.21
copf_ce,8,106,357.246
copf_ce,8,107,234.317
copf_ce,8,108,377.039
copf_ce,8,109,281.316
copf_ce,8,110,211.55
copf_ce,8,111,390.694
copf_ce,8,112,269.507
copf_ce,8,113,200.795
copf_ce,8,114,312.616
copf_ce,8,115,226.923
copf_ce,8,116,389.922
copf_ce,8,117,295.324
copf_ce,8,118,237.797
copf_ce,8,119,415.978
copf_ce,8,120,349.844
copf_ce,8,121,279.459
copf_ce,8,122,190.091
copf_ce,8,123,291.672
copf_ce,8,124,214.793
copf_ce,8,125,385.175
copf_ce,8,126,291.714
copf_ce,8,127,217.853
copf_ce,8,128,403.73
copf_ce,8,129,253.803
copf_ce,8,130,385.025
copf_ce,8,131,307.037
copf_ce,8,132,242.156
copf_ce,8,133,376.678
copf_ce,8,134,290.607
copf_ce,8,135,233.26
copf_ce,8,136,398.233
copf_ce,8,137,270.21
copf_ce,8,138,173.512
copf_ce,8,139,394.01
copf_ce,8,140,257.165
copf_ce,8,141,183.993
copf_ce,8,142,360.519
copf_ce,8,143,274.004
copf_ce,8,144,224.717
copf_ce,8,145,429.862
copf_ce,8,146,348.821
copf_ce,8,147,290.015
copf_ce,8,148,176.355
copf_ce,8,149,370.858
pf_ce,9,0,1.12795
pf_ce,9,1,272.356
pf_ce,9,2,147.492
pf_ce,9,3,268.425
pf_ce,9,4,18.4728
pf_ce,9,5,235.418
pf_ce,9,6,26.6496
pf_ce,9,7,219.387
pf_ce,9,8,111.179
pf_ce,9,9,194.255
pf_ce,9,10,235.681
pf_ce,9,11,94.2952
pf_ce,9,12,164.294
pf_ce,9,13,89.4786
pf_ce,9,14,191.537
pf_ce,9,15,122.977
pf_ce,9,16,234.45
pf_ce,9,17,260.214
pf_ce,9,18,109.485
pf_ce,9,19,95.6272
pf_ce,9,20,75.7407
pf_ce,9,21,119.156
pf_ce,9,22,6.95475
pf_ce,9,23,66.3374
pf_ce,9,24,24.1808
pf_ce,9,25,150.418
pf_ce,9,26,149.997
pf_ce,9,27,80.7593
pf_ce,9,28,82.2927
pf_ce,9,29,67.8774
pf_ce,9,30,194.361
pf_ce,9,31,220.161
pf_ce,9,32,231.568
pf_ce,9,33,171.92
pf_ce,9,34,138.824
pf_ce,9,35,66.6266
pf_ce,9,36,251.711
pf_ce,9,37,241.349
pf_ce,9,38,23.5194
pf_ce,9,39,66.0761
pf_ce,9,40,199.686
pf_ce,9,41,123.947
pf_ce,9,42,207.229
pf_ce,9,43,1.00398
pf_ce,9,44,78.5362
pf_ce,9,45,178.735
pf_ce,9,46,185.668
pf_ce,9,47,45.3932
pf_ce,9,48,227.347
pf_ce,9,49,185.686
pf_ce,9,50,111.233
pf_ce,9,51,6.77867
pf_ce,9,52,159.402
pf_ce,9,53,76.4938
pf_ce,9,54,143.774
pf_ce,9,55,23.8803
pf_ce,9,56,59.896
pf_ce,9,57,169.217
pf_ce,9,58,168.922
pf_ce,9,59,181.576
pf_ce,9,60,12.7272
pf_ce,9,61,19.7108
pf_ce,9,62,54.776
pf_ce,9,63,76.9047
pf_ce,9,64,106.048
pf_ce,9,65,34.6331
pf_ce,9,66,1.00135
pf_ce,9,67,86.7404
pf_ce,9,68,120.891
pf_ce,9,69,127.971
pf_ce,9,70,4.21875
pf_ce,9,71,15.7064
pf_ce,9,72,84.4639
pf_ce,9,73,37.995
pf_ce,9,74,94.5755
pf_ce,9,75,114.59
pf_ce,9,76,65.0016
pf_ce,9,77,69.8605
pf_ce,9,78,178.958
pf_ce,9,79,182.632
pf_ce,9,80,111.945
pf_ce,9,81,66.8235
pf_ce,9,82,88.2327
pf_ce,9,83,122.298
pf_ce,9,84,204.019
pf_ce,9,85,23.1184
pf_ce,9,86,37.4784
pf_ce,9,87,1.06969
pf_ce,9,88,51.981
pf_ce,9,89,36.2586
pf_ce,9,90,47.9079
pf_ce,9,91,81.4713
pf_ce,9,92,121.219
pf_ce,9,93,137.317
pf_ce,9,94,140.418
pf_ce,9,95,107.292
pf_ce,9,96,110.621
pf_ce,9,97,48.1682
pf_ce,9,98,171.581
pf_ce,9,99,142.421
pf_ce,9,100,173.643
pf_ce,9,101,149.651
pf_ce,9,102,205.923
pf_ce,9,103,75.5347
pf_ce,9,104,193.195
pf_ce,9,105,13.1752
pf_ce,9,106,69.341
pf_ce,9,107,49.3683
pf_ce,9,108,143.366
pf_ce,9,109,124.269
pf_ce,9,110,221.337
pf_ce,9,111,208.225
pf_ce,9,112,58.2323
pf_ce,9,113,153.044
pf_ce,9,114,60.7975
pf_ce,9,115,157.566
pf_ce,9,116,185.977
pf_ce,9,117,214.019
pf_ce,9,118,204.737
pf_ce,9,119,162.797
pf_ce,9,120,253.262
pf_ce,9,121,259.332
pf_ce,9,122,26.6383
pf_ce,9,123,34.2062
pf_ce,9,124,150.243
pf_ce,9,125,143.866
pf_ce,9,126,200.157
pf_ce,9,127,189.302
pf_ce,9,128,167.816
pf_ce,9,129,12.3797
pf_ce,9,130,173.122
pf_ce,9,131,213.846
pf_ce,9,132,188.887
pf_ce,9,133,137.907
pf_ce,9,134,203.113
pf_ce,9,135,248.824
pf_ce,9,136,165.668
pf_ce,9,137,82.7289
pf_ce,9,138,96.0182
pf_ce,9,139,167.246
pf_ce,9,140,20.8993
pf_ce,9,141,188.377
pf_ce,9,142,79.6582
pf_ce,9,143,96.1105
pf_ce,9,144,180.932
pf_ce,9,145,225.305
pf_ce,9,146,187.253
pf_ce,9,147,268.875
pf_ce,9,148,4.59886
pf_ce,9,149,117.324
copf_ce,9,0,5.59548
copf_ce,9,1,421.465
copf_ce,9,2,346.158
copf_ce,9,3,290.249
copf_ce,9,4,191.417
copf_ce,9,5,423.688
copf_ce,9,6,281.515
copf_ce,9,7,218.958
copf_ce,9,8,340.312
copf_ce,9,9,264.518
copf_ce,9,10,204.459
copf_ce,9,11,339.863
copf_ce,9,12,253.244
copf_ce,9,13,342.002
copf_ce,9,14,248.332
copf_ce,9,15,377.889
copf_ce,9,16,312.674
copf_ce,9,17,245.847
copf_ce,9,18,426.216
copf_ce,9,19,319.809
copf_ce,9,20,222.345
copf_ce,9,21,366.974
copf_ce,9,22,208.39
copf_ce,9,23,311.524
copf_ce,9,24,196.425
copf_ce,9,25,339.816
copf_ce,9,26,241.69
copf_ce,9,27,304.449
copf_ce,9,28,233.96
copf_ce,9,29,312.469
copf_ce,9,30,235.244
copf_ce,9,31,393.521
copf_ce,9,32,307.924
copf_ce,9,33,232.298
copf_ce,9,34,378.7
copf_ce,9,35,273.098
copf_ce,9,36,210.505
copf_ce,9,37,430.723
copf_ce,9,38,275.357
copf_ce,9,39,183.168
copf_ce,9,40,384.546
copf_ce,9,41,270.662
copf_ce,9,42,200.738
copf_ce,9,43,166.642
copf_ce,9,44,307.726
copf_ce,9,45,201.5
copf_ce,9,46,344.021
copf_ce,9,47,264.716
copf_ce,9,48,213.578
copf_ce,9,49,398.609
copf_ce,9,50,283.88
copf_ce,9,51,184.208
copf_ce,9,52,348.558
copf_ce,9,53,278.053
copf_ce,9,54,196.19
copf_ce,9,55,289.285
copf_ce,9,56,181.81
copf_ce,9,57,347.792
copf_ce,9,58,255.744
copf_ce,9,59,383.552
copf_ce,9,60,237.842
copf_ce,9,61,273.48
copf_ce,9,62,157.156
copf_ce,9,63,290.962
copf_ce,9,64,192.193
copf_ce,9,65,285.453
copf_ce,9,66,119.4
copf_ce,9,67,253.1
copf_ce,9,68,270.658
copf_ce,9,69,148.078
copf_ce,9,70,211.78
copf_ce,9,71,311.253
copf_ce,9,72,137.787
copf_ce,9,73,225.775
copf_ce,9,74,240.093
copf_ce,9,75,247.611
copf_ce,9,76,298.109
copf_ce,9,77,200.522
copf_ce,9,78,381.06
copf_ce,9,79,300.098
copf_ce,9,80,213.707
copf_ce,9,81,317.885
copf_ce,9,82,197.819
copf_ce,9,83,343.985
copf_ce,9,84,247.506
copf_ce,9,85,268.987
copf_ce,9,86,159.216
copf_ce,9,87,142.492
copf_ce,9,88,276.858
copf_ce,9,89,124.954
copf_ce,9,90,222.776
copf_ce,9,91,230.588
copf_ce,9,92,260.541
copf_ce,9,93,135.634
copf_ce,9,94,295.219
copf_ce,9,95,189.255
copf_ce,9,96,327.061
copf_ce,9,97,193.521
copf_ce,9,98,348.214
copf_ce,9,99,227.529
copf_ce,9,100,360.602
copf_ce,9,101,246.854
copf_ce,9,102,363.864
copf_ce,9,103,234.863
copf_ce,9,104,373.94
copf_ce,9,105,223.034
copf_ce,9,106,344.628
copf_ce,9,107,222.563
copf_ce,9,108,367.227
copf_ce,9,109,259.286
copf_ce,9,110,191.627
copf_ce,9,111,403.987
copf_ce,9,112,267.395
copf_ce,9,113,195.365
copf_ce,9,114,319.219
copf_ce,9,115,223.656
copf_ce,9,116,396.446
copf_ce,9,117,312.51
copf_ce,9,118,254.752
copf_ce,9,119,414.642
copf_ce,9,120,351.878
copf_ce,9,121,291.482
copf_ce,9,122,202.301
copf_ce,9,123,294.439
copf_ce,9,124,220.623
copf_ce,9,125,375.554
copf_ce,9,126,280.883
copf_ce,9,127,206.766
copf_ce,9,128,403.229
copf_ce,9,129,258.894
copf_ce,9,130,205.941
copf_ce,9,131,407.916
copf_ce,9,132,314.601
copf_ce,9,133,233.363
copf_ce,9,134,413.52
copf_ce,9,135,324.885
copf_ce,9,136,253.772
copf_ce,9,137,337.996
copf_ce,9,138,239.09
copf_ce,9,139,382.953
copf_ce,9,140,249.883
copf_ce,9,141,379.12
copf_ce,9,142,302.631
copf_ce,9,143,223.916
copf_ce,9,144,412.965
copf_ce,9,145,343.863
copf_ce,9,146,263.975
copf_ce,9,147,219.008
copf_ce,9,148,194.928
copf_ce,9,149,371.855
pf_ce,10,0,3.12586
pf_ce,10,1,240.542
pf_ce,10,2,270.189
pf_ce,10,3,137.316
pf_ce,10,4,22.1806
pf_ce,10,5,237.409
pf_ce,10,6,27.8551
pf_ce,10,7,221.848
pf_ce,10,8,91.023
pf_ce,10,9,191.588
pf_ce,10,10,236.188
pf_ce,10,11,100.03
pf_ce,10,12,178.794
pf_ce,10,13,70.5649
pf_ce,10,14,167.39
pf_ce,10,15,105.358
pf_ce,10,16,210.347
pf_ce,10,17,233.689
pf_ce,10,18,226.425
pf_ce,10,19,100.714
pf_ce,10,20,66.0354
pf_ce,10,21,119.04
pf_ce,10,22,7.93619
pf_ce,10,23,71.7434
pf_ce,10,24,21.7649
pf_ce,10,25,162.727
pf_ce,10,26,143.767
pf_ce,10,27,77.0292
pf_ce,10,28,84.5966
pf_ce,10,29,56.9063
pf_ce,10,30,213.04
pf_ce,10,31,228.737
pf_ce,10,32,245.527
pf_ce,10,33,177.153
pf_ce,10,34,121.241
pf_ce,10,35,79.6142
pf_ce,10,36,240.548
pf_ce,10,37,243.139
pf_ce,10,38,26.98
pf_ce,10,39,66.8073
pf_ce,10,40,183.531
pf_ce,10,41,112.299
pf_ce,10,42,202.531
pf_ce,10,43,2.26714
pf_ce,10,44,101.061
pf_ce,10,45,157.95
pf_ce,10,46,159.32
pf_ce,10,47,38.9543
pf_ce,10,48,215.341
pf_ce,10,49,177.708
pf_ce,10,50,91.8376
pf_ce,10,51,11.4084
pf_ce,10,52,168.032
pf_ce,10,53,90.245
pf_ce,10,54,134.699
pf_ce,10,55,24.8383
pf_ce,10,56,51.2967
pf_ce,10,57,168.666
pf_ce,10,58,167.938
pf_ce,10,59,176.491
pf_ce,10,60,8.00537
pf_ce,10,61,28.7139
pf_ce,10,62,63.3891
pf_ce,10,63,75.388
pf_ce,10,64,99.3302
pf_ce,10,65,44.5716
pf_ce,10,66,2.63619
pf_ce,10,67,34.3342
pf_ce,10,68,115.71
pf_ce,10,69,126.248
pf_ce,10,70,3.68093
pf_ce,10,71,15.5729
pf_ce,10,72,94.0084
pf_ce,10,73,49.8448
pf_ce,10,74,103.066
pf_ce,10,75,91.8387
pf_ce,10,76,61.4642
pf_ce,10,77,70.5632
pf_ce,10,78,184.521
pf_ce,10,79,172.103
pf_ce,10,80,115.408
pf_ce,10,81,66.1523
pf_ce,10,82,85.4223
pf_ce,10,83,119.159
pf_ce,10,84,190.087
pf_ce,10,85,21.7148
pf_ce,10,86,40.5962
pf_ce,10,87,1
pf_ce,10,88,91.1373
pf_ce,10,89,36.3294
pf_ce,10,90,36.2546
pf_ce,10,91,79.1876
pf_ce,10,92,111.508
pf_ce,10,93,127.7
pf_ce,10,94,145.367
pf_ce,10,95,114.918
pf_ce,10,96,106.75
pf_ce,10,97,59.505
pf_ce,10,98,172.925
pf_ce,10,99,134.717
pf_ce,10,100,211.844
pf_ce,10,101,161.27
pf_ce,10,102,185.352
pf_ce,10,103,71.101
pf_ce,10,104,179.776
pf_ce,10,105,6.58284
pf_ce,10,106,75.1269
pf_ce,10,107,43.0827
pf_ce,10,108,130.744
pf_ce,10,109,143.242
pf_ce,10,110,192.154
pf_ce,10,111,217.732
pf_ce,10,112,57.091
pf_ce,10,113,177.724
pf_ce,10,114,67.4901
pf_ce,10,115,154.833
pf_ce,10,116,186.91
pf_ce,10,117,235.197
pf_ce,10,118,220.269
pf_ce,10,119,174.131
pf_ce,10,120,238.631
pf_ce,10,121,236.934
pf_ce,10,122,46.6685
pf_ce,10,123,40.1566
pf_ce,10,124,139.41
pf_ce,10,125,163.477
pf_ce,10,126,209.343
pf_ce,10,127,189.282
pf_ce,10,128,155.082
pf_ce,10,129,11.6602
pf_ce,10,130,174.398
pf_ce,10,131,203.395
pf_ce,10,132,185.713
pf_ce,10,133,136.924
pf_ce,10,134,222.849
pf_ce,10,135,241.575
pf_ce,10,136,175.221
pf_ce,10,137,80.9974
pf_ce,10,138,93.8703
pf_ce,10,139,175.133
pf_ce,10,140,21.621
pf_ce,10,141,190.397
pf_ce,10,142,76.7717
pf_ce,10,143,94.2947
pf_ce,10,144,184.793
pf_ce,10,145,213.98
pf_ce,10,146,168.825
pf_ce,10,147,260.049
pf_ce,10,148,7.63489
pf_ce,10,149,126.565
copf_ce,10,0,4.80128
copf_ce,10,1,427.902
copf_ce,10,2,359.151
copf_ce,10,3,295.371
copf_ce,10,4,184.561
copf_ce,10,5,426.143
copf_ce,10,6,261.946
copf_ce,10,7,213.433
copf_ce,10,8,352.364
copf_ce,10,9,286.601
copf_ce,10,10,229.984
copf_ce,10,11,344.152
copf_ce,10,12,252.289
copf_ce,10,13,329.865
copf_ce,10,14,232.069
copf_ce,10,15,382.837
copf_ce,10,16,293.724
copf_ce,10,17,226.922
copf_ce,10,18,425.243
copf_ce,10,19,325.285
copf_ce,10,20,214.278
copf_ce,10,21,371.494
copf_ce,10,22,209.516
copf_ce,10,23,305.747
copf_ce,10,24,177.718
copf_ce,10,25,326.056
copf_ce,10,26,213.893
copf_ce,10,27,314.324
copf_ce,10,28,231.92
copf_ce,10,29,318.634
copf_ce,10,30,221.79
copf_ce,10,31,400.256
copf_ce,10,32,325.914
copf_ce,10,33,254.232
copf_ce,10,34,381.192
copf_ce,10,35,283.578
copf_ce,10,36,227.038
copf_ce,10,37,419.563
copf_ce,10,38,263.054
copf_ce,10,39,177.8
copf_ce,10,40,359.857
copf_ce,10,41,254.355
copf_ce,10,42,388.598
copf_ce,10,43,197.973
copf_ce,10,44,321.577
copf_ce,10,45,212.962
copf_ce,10,46,336.9
copf_ce,10,47,261.953
copf_ce,10,48,201.15
copf_ce,10,49,392.775
copf_ce,10,50,287.066
copf_ce,10,51,170.906
copf_ce,10,52,368.071
copf_ce,10,53,269.996
copf_ce,10,54,200.499
copf_ce,10,55,282.602
copf_ce,10,56,170.679
copf_ce,10,57,349.569
copf_ce,10,58,260.581
copf_ce,10,59,206.904
copf_ce,10,60,237.73
copf_ce,10,61,272.195
copf_ce,10,62,156.462
copf_ce,10,63,298.007
copf_ce,10,64,196.485
copf_ce,10,65,276.265
copf_ce,10,66,125.539
copf_ce,10,67,250.911
copf_ce,10,68,272.981
copf_ce,10,69,152.388
copf_ce,10,70,199.708
copf_ce,10,71,309.304
copf_ce,10,72,136.359
copf_ce,10,73,225.601
copf_ce,10,74,236.046
copf_ce,10,75,258.904
copf_ce,10,76,153.701
copf_ce,10,77,323.338
copf_ce,10,78,225.968
copf_ce,10,79,381.908
copf_ce,10,80,274.325
copf_ce,10,81,185.668
copf_ce,10,82,319.37
copf_ce,10,83,212.25
copf_ce,10,84,367.097
copf_ce,10,85,229.919
copf_ce,10,86,274.736
copf_ce,10,87,115.91
copf_ce,10,88,253.96
copf_ce,10,89,231.383
copf_ce,10,90,211.144
copf_ce,10,91,234.125
copf_ce,10,92,274.42
copf_ce,10,93,155.185
copf_ce,10,94,312.945
copf_ce,10,95,212.692
copf_ce,10,96,323.803
copf_ce,10,97,193.768
copf_ce,10,98,352.436
copf_ce,10,99,233.859
copf_ce,10,100,364.976
copf_ce,10,101,259.163
copf_ce,10,102,198.403
copf_ce,10,103,306.709
copf_ce,10,104,215.54
copf_ce,10,105,231.479
copf_ce,10,106,336.913
copf_ce,10,107,218.568
copf_ce,10,108,375.477
copf_ce,10,109,265.819
copf_ce,10,110,200.848
copf_ce,10,111,393.032
copf_ce,10,112,267.578
copf_ce,10,113,189.129
copf_ce,10,114,332.274
copf_ce,10,115,231.139
copf_ce,10,116,380.622
copf_ce,10,117,300.668
copf_ce,10,118,239.175
copf_ce,10,119,413.311
copf_ce,10,120,338.793
copf_ce,10,121,277.407
copf_ce,10,122,182.046
copf_ce,10,123,289.059
copf_ce,10,124,200.504
copf_ce,10,125,362.461
copf_ce,10,126,264.189
copf_ce,10,127,191.936
copf_ce,10,128,398.507
copf_ce,10,129,250.002
copf_ce,10,130,398.995
copf_ce,10,131,327.828
copf_ce,10,132,259.357
copf_ce,10,133,193.69
copf_ce,10,134,414.047
